objectid,parentid,title,description,coverage,isPartOf,creator,publisher,source,date,type,format,extent,language,relation,rights,license,display_template,object_location,image_small,image_thumb,image_alt_text
abb93459,,"Projektion der zu rodenden Fläche im Hardwald auf das Stadtzentrum Basels, 1936","Die schraffierte Fläche gibt die Grösse des Gebiets an, das für den Flugplatz im Hardwald abgeholzt werden sollte (63 ha). Die Projektion auf den Stadtplan von Grossbasel macht das Ausmass des Eingriffs deutlich. Die Grafik wurde für einen Zeitungsartikel angefertigt, der aber nie veröffentlicht wurde.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/9e1395fd6f8c9f862e120315a4a60f528a5bcb20.jpg,objects/9e1395fd6f8c9f862e120315a4a60f528a5bcb20.jpg,
m93459,abb93459,"Projektion der zu rodenden Fläche im Hardwald auf das Stadtzentrum Basels, 1936","Die schraffierte Fläche gibt die Grösse des Gebiets an, das für den Flugplatz im Hardwald abgeholzt werden sollte (63 ha). Die Projektion auf den Stadtplan von Grossbasel macht das Ausmass des Eingriffs deutlich. Die Grafik wurde für einen Zeitungsartikel angefertigt, der aber nie veröffentlicht wurde.",20. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"Staatsarchiv Basel-Stadt, NA 2067, Aviatik C5 Flugplatzprojekt Hard C, Birsfelden/Muttenz, 1935–42.",1936,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,7949 x 10332,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, NA 2067, Aviatik C5 Flugplatzprojekt Hard C, Birsfelden/Muttenz, 1935–42.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/9e1395fd6f8c9f862e120315a4a60f528a5bcb20.tif,objects/9e1395fd6f8c9f862e120315a4a60f528a5bcb20.jpg,objects/9e1395fd6f8c9f862e120315a4a60f528a5bcb20.jpg,
abb93490,,"‹ Beaubâle – Bhobâle ›, Schablonendruck auf Karton geklebt, 1986","Unter dem Druck steht die handschriftliche Notiz: «In den Tagen nach dem Brand in Schweizerhalle zirkulierten in Basel (‹Tschernobâle›) Flugblätter, Aufkleber und Handzettel wie dieser, die in Inhalt und Form eindringlich und direkt Angst und Protest zugleich zum Ausdruck brachten.»",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,,,,,compound_object,,objects/2fa5d9d34087126af4bb312992ec5248aa3c428b.jpg,objects/2fa5d9d34087126af4bb312992ec5248aa3c428b.jpg,
m93490,abb93490,"‹ Beaubâle – Bhobâle ›, Schablonendruck auf Karton geklebt, 1986","Unter dem Druck steht die handschriftliche Notiz: «In den Tagen nach dem Brand in Schweizerhalle zirkulierten in Basel (‹Tschernobâle›) Flugblätter, Aufkleber und Handzettel wie dieser, die in Inhalt und Form eindringlich und direkt Angst und Protest zugleich zum Ausdruck brachten.»",20. Jahrhundert,,,[Schweizerisches Wirtschaftsarchiv](https://wirtschaftsarchiv.ub.unibas.ch/de/),"Dokumentensammlung «1. November 1986 – Die Region Basel 20 Jahre nach Schweizerhalle» (Forschungsprojekt des Historischen Seminars der Universität Basel), zusammengestellt von Leo Hollinger",1986,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,5165 x 7181,,,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,image,https://omeka.unibe.ch/files/original/2fa5d9d34087126af4bb312992ec5248aa3c428b.png,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb97167,,"Glöckner bei der Arbeit im Gebälk eines Glockenturms. Foto: Lothar Jeck, um 1938","Bis  weit  ins  19.  Jahrhundert  waren  Glockenschläge das  lauteste  Geräusch  von Menschenhand im alltäglichen Basler Klangraum. Während es für den Stun­denschlag bereits im Mittelalter mechanische Lösungen gab, blieb das Geläut – das längere Läuten teils mehrerer Glocken – bis ins frühe 20. Jahrhundert Hand­arbeit.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/cdb145445d41e0970eec52a3b3c13fab710f15da.jpg,objects/cdb145445d41e0970eec52a3b3c13fab710f15da.jpg,
m97167,abb97167,"Glöckner bei der Arbeit im Gebälk eines Glockenturms. Foto: Lothar Jeck, um 1938","Bis weit ins 19. Jahrhundert waren Glockenschläge das lauteste Geräusch von Menschenhand im alltäglichen Basler Klangraum. Während es für den Stun­denschlag bereits im Mittelalter mechanische Lösungen gab, blieb das Geläut – das längere Läuten teils mehrerer Glocken – bis ins frühe 20. Jahrhundert Hand­arbeit.",20. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, BSL 1060c 3/1/2013](https://dls.staatsarchiv.bs.ch/records/1676475)",1938,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,4724 x 4978,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, BSL 1060c 3/1/2013",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/cdb145445d41e0970eec52a3b3c13fab710f15da.tif,objects/cdb145445d41e0970eec52a3b3c13fab710f15da.jpg,objects/cdb145445d41e0970eec52a3b3c13fab710f15da.jpg,
abb97475,,Anzeige für den ‹Circus Schlegel› in den ‹Basler Nachrichten› vom 22. Oktober 1858,Im Jahr 1858 durfte der ‹Circus Schlegel› als erster Zirkus überhaupt in der Basler Innenstadt gastieren.,19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/e037541ef3d959183ff63c8df8bc1b3f2f7152e6.jpg,objects/e037541ef3d959183ff63c8df8bc1b3f2f7152e6.jpg,
,abb97475,,,,,,,,,,,,,,,,record,https://omeka.unibe.ch/files/original/e037541ef3d959183ff63c8df8bc1b3f2f7152e6.tif,objects/e037541ef3d959183ff63c8df8bc1b3f2f7152e6.jpg,objects/e037541ef3d959183ff63c8df8bc1b3f2f7152e6.jpg,
abb97830,,"Bauplan ‹Cirkus Ed. Wulff›, 1880","Bis zur Jahrhundertwende liessen die Zirkusunternehmen an jedem Gastspielort ein eigenes Holzgebäude errichten. Die noch heute üblichen, vergleichsweise schnell aufbaubaren Grosszelte wurden erst zu Beginn des 20. Jahrhunderts eingeführt.",19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/5c11191cd7615630eafca7eac8e2d497d16579f9.jpg,objects/5c11191cd7615630eafca7eac8e2d497d16579f9.jpg,
,abb97830,,,,,,,,,,,,,,,,record,https://omeka.unibe.ch/files/original/5c11191cd7615630eafca7eac8e2d497d16579f9.png,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb97856,,"Ecke Steinenberg/Theaterstrasse mit Theater auf dem Blömlein (rechts im Bild), Aquarell von Johann Jakob Schneider, 1856","1832 nach  Plänen des Architekten Melchior Berri fertiggestellt, konnte das erste feste Theater Basels aufgrund fehlender Finanzmittel sowie der Kantonstrennung  seinen Vorstellungsbetrieb erst mit zweijähriger Verzögerung am 6. Oktober 1834 aufnehmen.",19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/888688069633c56deaabc0810f3e6f6dc312945b.jpg,objects/888688069633c56deaabc0810f3e6f6dc312945b.jpg,
m97856,abb97856,"Ecke Steinenberg/Theaterstrasse mit Theater auf dem Blömlein (rechts im Bild), Aquarell von Johann Jakob Schneider, 1856","1832 nach Plänen des Architekten Melchior Berri fertiggestellt, konnte das erste feste Theater Basels aufgrund fehlender Finanzmittel sowie der Kantonstrennung seinen Vorstellungsbetrieb erst mit zweijähriger Verzögerung am 6. Oktober 1834 aufnehmen.",19. Jahrhundert,,[Johann Jakob Schneider](https://www.wikidata.org/wiki/Q62098691),[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, BILD, Schn. 85](https://dls.staatsarchiv.bs.ch/records/98538)",1856,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,11483 x 4416,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, BILD, Schn. 85",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/888688069633c56deaabc0810f3e6f6dc312945b.jpg,objects/888688069633c56deaabc0810f3e6f6dc312945b.jpg,objects/888688069633c56deaabc0810f3e6f6dc312945b.jpg,
abb98071,,"Das neubarocke Stadttheater, undatierter Lichtdruck",1875 wurde der Neubau des Stadttheaters am Steinenberg eingeweiht. Architekt war Johann Jakob Stehlin d. J.,19. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/8a4b596f3f94601e155f57545cb6dd35bb955f04.jpg,objects/8a4b596f3f94601e155f57545cb6dd35bb955f04.jpg,
m98071,abb98071,"Das neubarocke Stadttheater, undatierter Lichtdruck",1875 wurde der Neubau des Stadttheaters am Steinenberg eingeweiht. Architekt war Johann Jakob Stehlin d. J.,19. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),,1875,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,4508 x 4724,de,,"Bilddaten gemeinfrei, Staatsarchiv Basel-Stadt, BSL 1060c 3/2/490",https://creativecommons.org/publicdomain/mark/1.0/,image,https://omeka.unibe.ch/files/original/8a4b596f3f94601e155f57545cb6dd35bb955f04.jpg,objects/8a4b596f3f94601e155f57545cb6dd35bb955f04.jpg,objects/8a4b596f3f94601e155f57545cb6dd35bb955f04.jpg,
abb99006,,"Besetzung der ‹Alten Stadtgärtnerei›, undatiert","Die Fotografie wurde vermutlich am 21. Juni 1988, dem Tag der polizeilichen Räumung, auf dem St. Johanns-Platz in Richtung des Areals aufgenommen.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/1992e4592fdf5fdd8a64945673f9c7c62a81c66e.jpg,objects/1992e4592fdf5fdd8a64945673f9c7c62a81c66e.jpg,
m99006,abb99006,"Besetzung der ‹Alten Stadtgärtnerei›, undatiert","Die Fotografie wurde vermutlich am 21. Juni 1988, dem Tag der polizeilichen Räumung, auf dem St. Johanns-Platz in Richtung des Areals aufgenommen.",20. Jahrhundert,,,Privatarchiv Dominik Labhardt,"Privatarchiv Dominik Labhardt, Dossier Statzgi 4-3",1988-06-21,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,,de,,"Rechte Robert Labhardt, Foto Dominik Labhardt",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb99253,,"‹Interieur mit Männern› (Club der Künstlervereinigung ‹Gruppe 33›), Gemälde von Ernst Ludwig Kirchner, 1936","Der ‹Club 33›, untergebracht in einer umgebauten Werkstatt an der Steinenvorstadt 53, entwickelte sich weit über Basel hinaus zu einem Hotspot der Kunst- und Kulturszene. Auch Ernst Ludwig Kirchner, der sich 1917 in Davos niedergelassen hatte, verkehrte dort. Kirchner war für die junge Generation von Basler Kunstschaffenden in den 1920er- und 1930er-Jahren eine wichtige Referenzfigur.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/7842d5b3c43ec31c3c19a9fd201003667f65bf2c.jpg,objects/7842d5b3c43ec31c3c19a9fd201003667f65bf2c.jpg,
m99308,abb99253,"Eröffnung des ‹Aktiv-Culturzentrums Spectro-Machie› an der Austrasse 77, 26. April 1969. Foto : Photoatelier Lendi-Lichtenberg, 1969","Bereits zum zweiten Mal nutzten der Basler Künstler Kurt Fahrner und seine Weggefährten eine grossbürgerliche Abbruchvilla als Zentrum für junge Kunst, politische Diskussionen und alternative Kulturformate.",20. Jahrhundert,,,Photoatelier Lendi-Lichtenberg,[Foto: Photoatelier Lendi-Lichtenberg&#59 Andrea Lendi (?)&#59 Christian Lichtenberg (?)](https://foto-ch.ch/persons/detail/23600),1969-04-26,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,6609 x 3398,de,,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb99308,,"Eröffnung des ‹Aktiv-Culturzentrums Spectro-Machie› an der Austrasse 77, 26. April 1969. Foto : Photoatelier Lendi-Lichtenberg, 1969","Bereits zum zweiten Mal nutzten der Basler Künstler Kurt Fahrner und seine  Weggefährten  eine  grossbürgerliche Abbruchvilla als Zentrum für junge Kunst, politische Diskussionen und  alternative  Kulturformate.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/ba503430fe1242cee11a4a4eb23620b6404fe099.jpg,objects/ba503430fe1242cee11a4a4eb23620b6404fe099.jpg,
m99308,abb99308,"Eröffnung des ‹Aktiv-Culturzentrums Spectro-Machie› an der Austrasse 77, 26. April 1969. Foto : Photoatelier Lendi-Lichtenberg, 1969","Bereits zum zweiten Mal nutzten der Basler Künstler Kurt Fahrner und seine Weggefährten eine grossbürgerliche Abbruchvilla als Zentrum für junge Kunst, politische Diskussionen und alternative Kulturformate.",20. Jahrhundert,,,Photoatelier Lendi-Lichtenberg,[Foto: Photoatelier Lendi-Lichtenberg&#59 Andrea Lendi (?)&#59 Christian Lichtenberg (?)](https://foto-ch.ch/persons/detail/23600),1969-04-26,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,6609 x 3398,de,,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb99548,,"Flugblatt der ‹Arena›-Arbeitsgruppe ‹ Planung› und einer Aktionsgruppe ‹Impuls›, undatiert (vermutlich 1972)","Die Arbeits-gruppe präsentierte, flankierend zur kantonalen Gratis-Tram-Initiative, ein Gesamtverkehrskonzept, das den öffentlichen Verkehr fördern und den Automobilverkehr aus der Innenstadt verbannen wollte.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/fba4791eb45775f5a3c1fd4cabe9d07da3c0f5ef.jpg,objects/fba4791eb45775f5a3c1fd4cabe9d07da3c0f5ef.jpg,
m99548,abb99548,"Flugblatt der ‹Arena›-Arbeitsgruppe ‹ Planung› und einer Aktionsgruppe ‹Impuls›, undatiert (vermutlich 1972)","Die Arbeits-gruppe präsentierte, flankierend zur kantonalen Gratis-Tram-Initiative, ein Gesamtverkehrskonzept, das den öffentlichen Verkehr fördern und den Automobilverkehr aus der Innenstadt verbannen wollte.",20. Jahrhundert,,,Privatarchiv Christian J. Häfliger,,1972,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,,de,,"In Copyright, Dominique Rudin",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb99818,,"Das besetzte ehemalige Postgebäude an der Hochstrasse, Blick von der Peter-Merian-Brücke aus, Videostill aus ‹Es herrscht wieder Frieden im Land›, Videogenossenschaft Basel, 1981",Die sozialen Bewegungen der späten 1970er- und vor allem dann die Wohn- und Freiraumbewegungen der 1980er-Jahre nutzten das damals neue Medium Video ebenso intensiv wie experimentell. Die 1979 gegründete Videogenossenschaft Basel hatte ihren ersten Standort im Dachgeschoss der Reithalle auf dem Kasernenareal.,20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/28e600a688f3888e2263dd753cb1f379975da2bb.jpg,objects/28e600a688f3888e2263dd753cb1f379975da2bb.jpg,
m99818,abb99818,"Das besetzte ehemalige Postgebäude an der Hochstrasse, Blick von der Peter-Merian-Brücke aus, Videostill aus ‹Es herrscht wieder Frieden im Land›, Videogenossenschaft Basel, 1981",Die sozialen Bewegungen der späten 1970er- und vor allem dann die Wohn- und Freiraumbewegungen der 1980er-Jahre nutzten das damals neue Medium Video ebenso intensiv wie experimentell. Die 1979 gegründete Videogenossenschaft Basel hatte ihren ersten Standort im Dachgeschoss der Reithalle auf dem Kasernenareal.,20. Jahrhundert,,,[Sozialarchiv Zürich](https://www.sozialarchiv.ch/),"[Sozialarchiv Zürich, Sozarch Vid V_019](https://www.bild-video-ton.ch/bestand/objekt/Sozarch_Vid_V_019)",1981,[Image](http://purl.org/dc/dcmitype/Image),image/jpeg,,,,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb72161,,"Polizeiliches Überwachungsfoto der Hausbesetzung an der Hardstrasse 83, 1977","Der Leiter der Sicherheitsabteilung, Polizeihauptmann Fritz Fassbind, vermerkt in einem Rapport am 14. März 1977: «Das Haus ist ungefähr mit 80 Frauen (es sind vorwiegend Mädchen) besetzt. Sie lassen mich nicht einmal in den Garten treten (hier kommt kein Mann herein!).» Der feministische Duktus konnte erfolgreich gegen die damals ausschliesslich männlichen Polizeibeamten in Stellung gebracht werden; die ersten Polizistinnen traten in Basel erst mit dem Polizeischuljahrgang 1980/81 in den Dienst ein.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/345184a0fd3df7dab1330c487757c499916285fb.jpg,objects/345184a0fd3df7dab1330c487757c499916285fb.jpg,
m72161,abb72161,"Polizeiliches Überwachungsfoto der Hausbesetzung an der Hardstrasse 83, 1977","Der Leiter der Sicherheitsabteilung, Polizeihauptmann Fritz Fassbind, vermerkt in einem Rapport am 14. März 1977: «Das Haus ist ungefähr mit 80 Frauen (es sind vorwiegend Mädchen) besetzt. Sie lassen mich nicht einmal in den Garten treten (hier kommt kein Mann herein!).» Der feministische Duktus konnte erfolgreich gegen die damals ausschliesslich männlichen Polizeibeamten in Stellung gebracht werden; die ersten Polizistinnen traten in Basel erst mit dem Polizeischuljahrgang 1980/81 in den Dienst ein.",20. Jahrhundert,,,[Staatsarchiv Basel-Stadt](https://dls.staatsarchiv.bs.ch/),"[Staatsarchiv Basel-Stadt, PD-REG 1c 5 (1) 56, Dossier Aktion Frauenzentrum, Teil 1](https://dls.staatsarchiv.bs.ch/records/1096628)",1977,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,11550 x 9504,de,,"Staatsarchiv Basel-Stadt, In Copyright",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb72215,,"‹Katakombe› am Totentanz 17/18, undatiert","Das Kellerlokal wurde von 1977 bis 1980 als «schwules Kommunikationszentrum» mit Informationsraum, Cafeteria und Disco betrieben.",20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/4dfdd0540be75a0fdcebfc24bafde248258a43fb.jpg,objects/4dfdd0540be75a0fdcebfc24bafde248258a43fb.jpg,
m72215,abb72215,"‹Katakombe› am Totentanz 17/18, undatiert","Das Kellerlokal wurde von 1977 bis 1980 als «schwules Kommunikationszentrum» mit Informationsraum, Cafeteria und Disco betrieben.",20. Jahrhundert,,,"Photoarchiv Victor Laub, Basel","Abgebildet in: Trüeb, Kuno&#59 Miescher, Stephan (Hg.): Männergeschichten. Schwule in Basel seit 1930, Basel 1988, S. 112.",,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,2955 x 3516,de,,In Copyright,http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
abb72270,,"Abseilen im Werkraum Schlotterbeck, 1991–1993, undatiert",Der Werkraum befand sich in der vierten Etage der ehemaligen Autogarage. Zwischen siebzig und achtzig Kunstschaffende und Handwerker:innen waren dort eingemietet.,20. Jahrhundert,"Baur, Esther/Gafner, Lina (Hg.): Stadträume. Offen und begrenzt, gestaltet und umkämpft. Basel 2025 (Stadt.Geschichte.Basel).",,,,,,,,de,,,,compound_object,,objects/341384bbbb9f7a5a6060927fced85b6d7e503f13.jpg,objects/341384bbbb9f7a5a6060927fced85b6d7e503f13.jpg,
m72270,abb72270,"Abseilen im Werkraum Schlotterbeck, 1991–1993, undatiert",Der Werkraum befand sich in der vierten Etage der ehemaligen Autogarage. Zwischen siebzig und achtzig Kunstschaffende und Handwerker:innen waren dort eingemietet.,20. Jahrhundert,,,Daniel Spehr,,,[Image](http://purl.org/dc/dcmitype/Image),image/tiff,8873 x 13192,de,,"In Copyright, Foto: Walter & Spehr; Hans-Jörg Walter",http://rightsstatements.org/vocab/InC/1.0/,image,,assets/img/placeholder.svg,assets/img/placeholder.svg,
